"loan_id","payment_date","paid_principal","paid_fines","paid_other"
390362,2023-01-09,10000.00,0.00,730.00
323561,2022-04-06,40000.00,0.00,6200.00
454750,2023-10-10,20000.00,0.00,100.00
333525,2022-05-17,30000.00,0.00,1340.00
382481,2022-12-08,10000.00,0.00,710.00
332551,2022-08-13,10000.00,0.00,0.00
456619,2023-10-02,15000.00,0.00,2580.00
413720,2023-04-19,45000.00,0.00,5820.00
337085,2022-06-02,20000.00,0.00,1700.00
394606,2023-01-15,30000.00,0.00,4280.00
394304,2023-03-30,0.00,0.00,100.00
355224,2022-08-09,20000.00,0.00,2850.00
340936,2022-05-30,30000.00,0.00,0.00
422068,2023-05-23,0.00,0.00,100.00
392621,2023-01-16,40000.00,0.00,5710.00
392862,2023-01-26,9300.00,3420.00,4280.00
308346,2022-01-15,25000.00,0.00,0.00
380685,2023-02-02,20000.00,0.00,2850.00
386616,2022-12-24,20000.00,0.00,1730.00
340461,2022-05-27,10000.00,0.00,2320.00
412515,2023-04-12,50000.00,0.00,100.00
318087,2022-03-10,35000.00,0.00,0.00
434601,2023-07-15,0.00,0.00,100.00
338720,2022-06-01,20000.00,0.00,0.00
400704,2023-06-06,38250.00,0.00,0.00
412640,2023-07-20,0.00,0.00,100.00
453702,2023-10-09,5000.00,0.00,330.00
416419,2023-06-29,0.00,0.00,100.00
385518,2022-12-20,40000.00,0.00,0.00
416799,2023-05-03,0.00,0.00,100.00
437043,2023-07-28,0.00,0.00,100.00
358077,2022-08-08,15000.00,0.00,0.00
344102,2022-07-19,25000.00,0.00,0.00
380812,2023-01-23,20990.00,0.00,9010.00
312392,2022-05-30,60000.00,0.00,9210.00
366327,2022-09-30,30000.00,0.00,0.00
389784,2023-03-06,20000.00,0.00,0.00
345084,2022-06-08,10000.00,0.00,0.00
331996,2022-05-14,50000.00,0.00,0.00
314258,2022-03-28,50000.00,0.00,0.00
323632,2022-03-25,10000.00,0.00,1550.00
435217,2023-08-14,40000.00,0.00,100.00
362685,2022-09-07,40000.00,0.00,0.00
324110,2022-03-23,50000.00,0.00,7750.00
315096,2022-03-02,25000.00,0.00,0.00
424974,2023-05-20,30000.00,0.00,0.00
374829,2023-02-06,30000.00,0.00,2180.00
313822,2022-02-14,30000.00,0.00,0.00
448189,2023-09-14,20000.00,0.00,0.00
340657,2022-06-09,60000.00,0.00,0.00
427392,2023-07-05,0.00,0.00,5600.00
428523,2023-06-22,0.00,0.00,100.00
403217,2023-03-02,65000.00,0.00,10730.00
412682,2023-04-07,0.00,0.00,100.00
367365,2022-11-04,15000.00,0.00,0.00
364044,2022-09-11,10000.00,0.00,1430.00
381019,2022-12-03,13000.00,0.00,1860.00
330555,2022-05-03,5000.00,0.00,770.00
316713,2022-06-02,9700.00,0.00,0.00
367803,2022-10-05,40000.00,0.00,0.00
416435,2023-05-02,0.00,0.00,100.00
389064,2023-02-07,60000.00,0.00,0.00
342884,2022-10-10,25000.00,0.00,3870.00
340076,2022-06-10,20000.00,0.00,3100.00
442511,2023-08-03,20000.00,0.00,1040.00
443106,2023-08-25,9000.00,0.00,1570.00
314013,2022-02-21,60000.00,0.00,9290.00
336713,2022-05-31,5000.00,0.00,0.00
444940,2023-09-01,30000.00,0.00,200.00
325719,2022-05-30,10000.00,0.00,1550.00
357146,2022-08-22,30000.00,0.00,2180.00
340806,2022-07-07,6550.00,0.00,0.00
448961,2023-09-20,13100.00,0.00,10000.00
338072,2022-05-12,50000.00,0.00,0.00
324854,2022-05-12,30000.00,0.00,2550.00
427575,2023-06-18,40000.00,0.00,5520.00
437805,2023-09-06,20000.00,2330.00,3300.00
333939,2022-05-21,20000.00,0.00,0.00
412377,2023-04-03,45000.00,0.00,100.00
336827,2022-05-28,20000.00,0.00,1700.00
429415,2023-06-24,0.00,0.00,100.00
375789,2022-11-10,30000.00,0.00,4280.00
317684,2022-06-16,0.00,15590.00,4410.00
330740,2021-11-12,0.00,0.00,5.00
456807,2023-10-14,50000.00,0.00,0.00
425280,2023-08-08,0.00,0.00,100.00
372684,2023-01-27,50000.00,0.00,7140.00
416122,2023-04-27,55000.00,0.00,9180.00
444983,2023-10-03,20000.00,0.00,100.00
326695,2022-04-20,15000.00,0.00,2320.00
404706,2023-05-13,8920.00,0.00,100.00
427114,2023-06-15,3250.00,0.00,100.00
379349,2022-11-26,50000.00,0.00,3640.00
415726,2023-04-13,10000.00,0.00,1750.00
402205,2023-02-09,30000.00,0.00,0.00
426920,2023-09-18,20000.00,2790.00,3400.00
423997,2023-05-30,0.00,0.00,100.00
339744,2022-06-13,55000.00,0.00,7310.00
424770,2023-07-05,0.00,0.00,100.00
415501,2023-06-13,30000.00,10480.00,5050.00
334576,2022-05-22,50000.00,0.00,3870.00
380172,2023-02-27,12140.00,0.00,1681.12
344083,2022-06-06,25000.00,0.00,3870.00
362911,2022-08-30,20000.00,0.00,0.00
341697,2022-06-09,15000.00,0.00,0.00
368242,2023-05-19,30000.00,10280.00,6380.00
343391,2022-08-04,0.00,0.00,2000.00
415304,2023-06-30,20000.00,6990.00,6300.00
392640,2023-02-28,18870.00,0.00,0.00
345350,2022-06-28,20000.00,0.00,0.00
341302,2022-07-18,10000.00,0.00,1550.00
357459,2022-09-19,10000.00,0.00,1430.00
412151,2023-04-11,0.00,0.00,100.00
445718,2023-09-06,10000.00,0.00,1750.00
327579,2022-04-21,25000.00,0.00,0.00
329249,2022-09-14,10000.00,2770.00,1550.00
418261,2023-05-08,35000.00,0.00,100.00
425237,2023-07-07,0.00,0.00,100.00
324670,2022-04-06,50000.00,0.00,0.00
330541,2022-05-03,10000.00,0.00,850.00
418447,2023-07-08,0.00,0.00,100.00
352233,2022-10-01,44500.04,0.00,2501.40
362834,2022-09-12,35000.00,0.00,2290.00
313937,2022-04-28,8800.00,0.00,2400.00
355787,2022-08-18,48300.00,0.00,7700.00
424316,2023-06-26,49370.00,0.00,0.00
456205,2023-10-21,30000.00,0.00,5050.00
314749,2022-02-24,17190.00,0.00,0.00
394786,2023-01-26,50000.00,0.00,0.00
372390,2022-10-28,20000.00,0.00,2850.00
409518,2023-04-05,0.00,0.00,100.00
434426,2023-06-26,20000.00,0.00,0.00
411284,2023-07-11,40000.00,0.00,100.00
375917,2022-11-30,50000.00,17140.00,7140.00
396419,2023-02-06,40000.00,0.00,2910.00
421412,2023-05-02,15000.00,0.00,2480.00
399307,2023-02-13,40000.00,0.00,0.00
337509,2022-07-02,14000.00,0.00,0.00
447929,2023-10-14,0.00,0.00,100.00
445439,2023-08-24,5000.00,0.00,850.00
328490,2022-04-28,20000.00,0.00,3100.00
369863,2023-02-23,20000.00,0.00,0.00
334908,2022-06-02,20000.00,3690.00,3098.00
426999,2023-06-02,15000.00,0.00,2500.00
369406,2022-10-14,25640.00,0.00,4360.00
407238,2023-06-26,20000.00,0.00,3400.00
373573,2022-10-20,20000.00,0.00,0.00
395766,2023-02-03,70000.00,0.00,5090.00
443876,2023-08-29,15000.00,0.00,2580.00
334465,2022-07-19,15000.00,0.00,1150.00
389250,2023-01-05,20000.00,0.00,1450.00
395599,2023-03-17,5300.00,6850.00,2850.00
322000,2022-05-21,10000.00,0.00,1550.00
428682,2023-06-16,0.00,0.00,100.00
370712,2022-10-20,20000.00,0.00,0.00
412916,2023-05-16,70000.00,0.00,11550.00
430049,2023-09-12,10000.00,0.00,1360.00
313902,2022-02-19,50000.00,0.00,0.00
366529,2022-09-19,10000.00,0.00,1430.00
370059,2022-10-17,10000.00,0.00,1300.00
442570,2023-08-23,30000.00,0.00,1950.00
436555,2023-07-18,10000.00,0.00,100.00
319221,2022-06-20,40000.00,0.00,6200.00
365607,2022-09-29,13000.00,0.00,920.00
452112,2023-09-14,0.00,0.00,100.00
438118,2023-07-13,20000.00,0.00,100.00
407793,2023-05-05,0.00,9000.00,1100.00
353366,2022-07-22,50000.00,0.00,7160.00
427090,2023-07-19,0.00,0.00,100.00
344713,2022-06-13,10000.00,0.00,1550.00
345392,2022-06-30,20000.00,0.00,3100.00
312603,2022-02-21,40000.00,0.00,5860.00
457375,2023-08-07,0.00,0.00,780.00
318353,2022-03-16,4668.00,0.00,5332.00
358420,2022-09-07,20000.00,0.00,2850.00
315585,2022-03-05,45000.00,0.00,6970.00
333997,2022-05-25,22580.00,2770.00,4650.00
427910,2023-06-10,20000.00,0.00,100.00
381555,2022-12-05,50000.00,0.00,0.00
410333,2023-04-06,0.00,0.00,100.00
427753,2023-06-18,30000.00,0.00,2050.00
416045,2023-04-17,10000.00,0.00,100.00
415437,2023-04-11,50000.00,0.00,6450.00
418893,2023-06-09,0.00,0.00,100.00
421354,2023-07-20,7650.00,0.00,0.00
448215,2023-09-05,30000.00,0.00,5050.00
452471,2023-10-02,20000.00,0.00,100.00
452351,2023-10-06,0.00,0.00,100.00
443499,2023-08-21,25000.00,0.00,4130.00
417929,2023-04-27,20000.00,0.00,3400.00
408637,2023-06-21,0.00,0.00,100.00
449208,2023-09-20,13000.00,0.00,2250.00
347174,2022-08-31,2000.00,0.00,0.00
372329,2022-12-28,7850.00,0.00,0.00
357427,2022-08-23,20000.00,0.00,2850.00
372777,2023-02-08,40000.00,0.00,0.00
431552,2023-07-03,30000.00,0.00,0.00
409229,2023-04-03,10000.00,0.00,1750.00
427992,2023-06-17,0.00,0.00,100.00
398439,2023-04-15,0.00,0.00,100.00
328407,2022-04-05,35000.00,0.00,0.00
426503,2023-06-14,0.00,0.00,100.00
364222,2023-02-24,20020.00,2400.00,1000.00
401882,2023-03-01,30000.00,0.00,4450.00
335912,2022-05-30,60000.00,0.00,5090.00
363999,2022-09-14,10000.00,0.00,710.00
344840,2022-06-17,50000.00,0.00,0.00
406848,2023-03-20,30000.00,0.00,0.00
412879,2023-05-20,0.00,0.00,100.00
329087,2022-04-29,23240.00,0.00,8520.00
427522,2023-07-13,10000.00,0.00,100.00
351113,2022-07-28,18000.00,0.00,0.00
327104,2022-04-18,20000.00,0.00,2920.00
372910,2022-10-28,50000.00,0.00,0.00
336047,2022-06-27,20000.00,0.00,0.00
356167,2022-09-13,22860.00,0.00,0.00
389029,2022-12-27,40000.00,0.00,2910.00
402370,2023-02-25,5000.00,0.00,0.00
420114,2023-06-12,0.00,0.00,100.00
409863,2023-03-31,25000.00,0.00,100.00
312017,2022-01-24,35000.00,0.00,0.00
412329,2023-04-11,20000.00,0.00,100.00
367899,2022-10-12,11000.00,0.00,1570.00
438052,2023-09-06,0.00,0.00,100.00
362717,2022-12-12,15000.00,0.00,2140.00
333700,2022-07-21,7650.00,0.00,0.00
425670,2023-06-01,30000.00,0.00,5050.00
356379,2022-08-22,30220.00,0.00,4780.00
326491,2022-04-06,10000.00,0.00,1550.00
398168,2023-02-25,13000.00,0.00,2000.00
403291,2023-03-08,20000.00,0.00,0.00
427395,2023-08-15,0.00,0.00,100.00
330496,2022-05-06,35000.00,0.00,0.00
456598,2023-10-17,20000.00,0.00,0.00
438713,2023-08-04,15000.00,0.00,2580.00
374696,2022-11-12,70000.00,6390.00,9990.00
312537,2022-02-16,37750.00,0.00,0.00
394237,2023-01-31,20000.00,2280.00,2850.00
439212,2023-09-25,15150.00,0.00,100.00
372315,2022-10-29,40000.00,0.00,5710.00
322831,2022-03-24,0.00,0.00,2500.00
372968,2022-11-01,30000.00,0.00,0.00
334306,2022-07-25,35000.00,0.00,0.00
424844,2023-06-04,50000.00,0.00,100.00
442206,2023-09-28,26650.00,530.00,100.00
362457,2022-12-19,27070.00,0.00,0.00
382004,2023-03-10,23900.00,0.00,0.00
340994,2022-06-03,30000.00,0.00,0.00
441964,2023-08-19,0.00,0.00,100.00
413192,2023-07-10,27040.00,7570.00,100.00
406410,2023-05-12,14130.00,0.00,100.00
414662,2023-04-24,0.00,0.00,100.00
376875,2022-12-07,16360.00,0.00,3640.00
442203,2023-08-18,25000.00,0.00,4230.00
371304,2022-10-24,30000.00,0.00,4280.00
433086,2023-07-12,8000.00,0.00,620.00
342133,2022-07-21,36200.00,0.00,0.00
447483,2023-09-13,15000.00,0.00,200.00
381449,2023-02-07,0.00,17140.00,2860.00
378885,2023-01-04,30000.00,0.00,4190.00
308593,2022-01-15,50000.00,0.00,8500.00
359240,2022-09-28,17140.00,0.00,0.00
308588,2022-02-01,20000.00,0.00,3400.00
322074,2022-03-28,40000.00,0.00,6200.00
379572,2022-10-31,34180.00,0.00,5820.00
432165,2023-08-07,0.00,0.00,100.00
347179,2022-07-08,30000.00,0.00,0.00
384018,2022-12-12,50000.00,0.00,0.00
346972,2022-10-27,50000.00,0.00,7750.00
342571,2022-06-21,50000.00,0.00,0.00
412098,2023-03-21,55000.00,0.00,8690.00
327895,2022-04-06,10000.00,0.00,0.00
363545,2022-09-19,60000.00,0.00,4280.00
366702,2022-10-06,10000.00,0.00,1430.00
418378,2023-05-09,32500.00,0.00,2210.00
