"client_id","birthday","gender","monthly_salary"
181027,1974-03-09,f,61000.0
137946,1967-03-24,m,54000.0
194028,1986-09-23,f,87000.0
151143,1984-06-15,m,72000.0
44609,1989-03-24,m,87000.0
157025,1972-04-29,f,81000.0
216424,2003-06-17,m,85000.0
229043,1996-09-19,m,53000.0
123738,1962-06-02,m,65000.0
179946,1964-11-04,m,79000.0
204105,1989-07-10,m,62000.0
152591,1962-12-22,m,83000.0
151553,1994-08-03,m,98000.0
120287,1991-08-02,m,89000.0
44152,1990-05-25,m,94000.0
218059,2001-08-04,m,81000.0
229053,1973-10-09,m,68000.0
210951,1981-10-31,f,52000.0
123740,1957-05-01,m,95000.0
205265,1974-05-10,m,80000.0
197318,1998-10-25,m,72000.0
218676,2002-04-27,m,86000.0
203756,2002-03-25,m,91000.0
194227,1981-07-01,m,51000.0
202485,1996-08-05,f,55000.0
180824,1965-03-07,f,79000.0
117320,1982-04-14,m,68000.0
194785,2001-03-06,m,69000.0
153228,1955-02-05,f,66000.0
222088,1962-02-06,m,100000.0
219797,2000-10-27,f,78000.0
200952,1981-10-24,m,65000.0
202491,1978-09-11,m,65000.0
221679,1954-11-20,m,100000.0
221718,1974-08-07,f,94000.0
51093,1975-03-05,f,94000.0
172013,2000-05-07,m,54000.0
180133,2000-04-26,f,70000.0
227048,2000-05-28,f,76000.0
221377,2002-06-12,m,81000.0
69136,1992-02-07,m,92000.0
221720,2003-06-16,f,98000.0
79065,1991-04-13,f,60000.0
185079,1984-09-30,f,85000.0
47645,1998-05-30,f,77000.0
198794,1981-08-29,f,78000.0
221648,2002-05-01,f,98000.0
48024,1972-06-05,f,68000.0
199664,1973-09-20,m,57000.0
217516,2003-03-25,m,94000.0
221743,1988-05-20,f,64000.0
202149,2001-08-25,f,78000.0
228891,2001-09-24,f,95000.0
167954,1995-08-15,f,89000.0
212978,2003-01-02,f,71000.0
221800,1993-06-22,m,98000.0
36396,1991-01-10,m,58000.0
221853,1990-08-15,m,67000.0
198516,1997-02-03,f,94000.0
226962,2002-08-08,m,92000.0
148663,1965-03-17,f,55000.0
110275,1984-03-19,m,64000.0
221849,1999-10-18,f,90000.0
179489,1979-03-27,f,96000.0
73671,1980-06-26,m,64000.0
202198,1978-05-27,m,63000.0
172585,1977-09-24,f,56000.0
217844,2001-12-18,m,96000.0
221863,1998-09-02,m,90000.0
145911,1966-06-22,m,69000.0
198343,1984-03-13,f,93000.0
221916,1999-01-30,f,59000.0
221897,2000-03-29,m,64000.0
221883,1989-08-17,m,72000.0
221751,2000-10-30,m,75000.0
176841,2003-03-05,m,57000.0
229079,1968-08-04,m,68000.0
199008,2001-12-21,m,79000.0
199070,1976-03-25,m,97000.0
107711,1971-06-08,f,68000.0
169550,1981-03-23,m,63000.0
119401,1996-12-01,m,62000.0
204715,1960-02-10,m,73000.0
53989,1993-04-01,m,69000.0
151577,1997-03-18,m,82000.0
217315,1995-04-12,m,74000.0
58014,1986-03-08,m,58000.0
172259,1972-01-05,m,86000.0
221954,1977-12-14,m,64000.0
91448,1965-02-01,f,67000.0
157956,1958-05-16,f,77000.0
202730,1979-10-21,f,82000.0
10834,1994-10-09,f,60000.0
221845,1986-05-07,m,97000.0
145491,1967-09-17,m,59000.0
102299,1973-11-30,m,79000.0
115592,1969-04-03,f,95000.0
222022,1998-03-02,m,89000.0
169520,1975-11-28,m,83000.0
217328,1988-09-01,f,93000.0
171735,2003-06-23,f,73000.0
195274,1966-01-10,m,54000.0
72188,1957-03-22,f,95000.0
197761,1996-02-06,f,65000.0
135370,1985-06-11,m,94000.0
156034,2000-11-27,f,67000.0
174758,1993-07-01,m,73000.0
175042,2001-08-06,f,63000.0
183801,2001-11-21,m,66000.0
189432,1979-06-28,m,95000.0
197207,1957-03-11,m,80000.0
202588,1988-11-24,f,90000.0
99594,1996-01-08,m,65000.0
170113,2001-04-12,f,56000.0
194940,1999-09-04,m,78000.0
172790,1997-02-22,f,86000.0
30743,1982-01-30,m,81000.0
220379,2002-04-07,m,65000.0
127250,2001-05-16,m,66000.0
53376,1997-01-15,f,95000.0
215901,1991-12-26,m,69000.0
123873,1969-07-03,m,53000.0
222248,1988-01-01,f,56000.0
213780,1982-10-23,f,56000.0
142493,1990-07-15,m,87000.0
221060,1987-01-23,m,69000.0
218742,2001-06-06,m,76000.0
38671,2000-07-01,m,100000.0
164511,2002-02-16,f,82000.0
222261,1979-03-24,m,85000.0
219180,2000-11-10,m,73000.0
199880,2001-02-02,m,64000.0
213829,2002-09-03,m,73000.0
19965,1983-02-28,m,55000.0
211171,1985-05-20,f,60000.0
222327,1991-03-13,m,65000.0
173321,1968-11-21,m,69000.0
207226,1959-06-25,m,83000.0
222344,1987-04-26,m,100000.0
186603,1996-03-19,m,92000.0
219327,2002-06-06,f,63000.0
221550,1956-02-26,f,56000.0
203048,1968-11-23,m,84000.0
113586,1986-01-12,f,72000.0
219776,2002-10-04,f,75000.0
195734,1970-08-18,f,66000.0
179385,1981-10-01,f,89000.0
100280,1977-01-12,m,88000.0
201023,1981-09-24,f,83000.0
129301,1997-03-30,m,89000.0
212403,2003-01-14,f,57000.0
175263,2001-10-10,m,87000.0
103724,1967-10-25,m,87000.0
73167,1954-12-26,m,83000.0
218975,2001-01-25,m,66000.0
217544,2002-11-20,f,89000.0
150002,1958-04-20,m,63000.0
216086,1969-05-07,m,61000.0
221585,1970-06-10,m,82000.0
202403,2002-08-07,m,50000.0
175434,2001-07-24,f,56000.0
152286,1979-05-28,f,63000.0
199164,1974-07-10,m,89000.0
107617,1994-06-30,f,75000.0
142488,1993-10-09,m,82000.0
217876,1973-08-04,m,73000.0
201189,1976-07-13,m,97000.0
56722,1968-04-01,m,53000.0
201033,2001-06-17,m,68000.0
104987,2000-11-20,f,63000.0
167959,2002-02-25,f,51000.0
217894,1977-07-24,m,55000.0
177607,2001-02-04,m,98000.0
173983,1984-10-05,f,58000.0
202714,1988-09-12,m,90000.0
229076,1999-12-20,m,68000.0
218772,1994-12-23,m,93000.0
103771,2001-07-10,f,93000.0
162224,2002-07-02,m,86000.0
188884,2001-11-12,m,86000.0
222476,1976-01-20,m,68000.0
153509,2001-12-05,m,79000.0
108376,1987-09-01,m,69000.0
189151,1979-06-28,f,63000.0
222451,1994-07-23,m,55000.0
133482,1997-06-20,m,88000.0
222555,1994-09-09,m,80000.0
53898,1960-11-25,m,57000.0
209313,2001-12-19,m,95000.0
179260,1999-04-28,m,55000.0
175633,1964-02-17,f,93000.0
214622,2001-09-27,f,92000.0
221400,2002-09-08,m,57000.0
7007,1962-06-13,f,88000.0
184543,2000-06-15,m,67000.0
221329,1977-10-14,m,97000.0
149256,1977-03-20,m,81000.0
159942,1976-07-04,m,73000.0
20793,1992-06-01,m,90000.0
191106,1987-05-06,m,95000.0
211160,1985-01-16,m,71000.0
193438,2001-12-20,f,77000.0
20304,1982-09-22,f,93000.0
180063,1984-11-06,f,100000.0
163811,2000-06-05,f,64000.0
202761,2000-01-26,f,75000.0
164289,1994-04-12,m,86000.0
199761,1974-07-02,f,88000.0
105189,1976-12-17,m,83000.0
124386,2000-03-28,m,92000.0
131571,1969-06-06,m,83000.0
221759,1997-03-22,m,66000.0
180917,1998-05-01,f,83000.0
221756,1987-04-07,f,92000.0
220222,2001-06-25,m,94000.0
138531,1966-11-15,m,56000.0
217969,2003-04-18,f,66000.0
216634,2000-01-01,m,78000.0
208085,2001-08-22,m,82000.0
195715,1963-08-04,m,92000.0
222403,1994-05-13,f,62000.0
138074,1980-10-01,f,90000.0
158246,1982-06-19,m,79000.0
154162,2001-07-07,m,67000.0
215354,1988-05-31,m,62000.0
79814,1999-10-27,m,51000.0
162288,1988-05-16,f,85000.0
207055,1988-01-19,m,95000.0
219310,1990-04-09,m,99000.0
199527,1959-08-10,m,64000.0
202319,2000-12-24,m,54000.0
116085,1999-06-25,m,75000.0
220968,2003-05-03,m,93000.0
166650,2002-09-10,m,84000.0
194352,2001-01-19,f,53000.0
214954,1993-12-08,m,80000.0
213606,1994-02-16,m,62000.0
133106,1983-02-17,m,53000.0
184348,2000-11-28,f,89000.0
184486,2001-07-11,m,73000.0
71685,1972-09-13,f,87000.0
170827,2001-04-03,f,98000.0
190472,1975-12-20,m,57000.0
222717,1981-08-22,m,82000.0
18382,1992-06-06,f,94000.0
85755,1995-06-17,m,65000.0
218683,2002-07-07,f,67000.0
93376,1995-02-16,m,100000.0
222733,2001-10-31,f,75000.0
191324,1995-05-09,m,50000.0
215604,1977-01-19,m,73000.0
214579,2001-08-04,f,66000.0
211693,2001-12-02,f,83000.0
222696,1978-07-27,m,96000.0
212650,2002-12-15,m,89000.0
121173,2000-07-29,m,70000.0
42287,1985-05-26,m,89000.0
222736,1994-07-01,m,68000.0
70774,1991-10-10,m,74000.0
199119,1967-01-10,m,84000.0
137174,1995-07-15,m,78000.0
201337,2001-01-25,m,52000.0
204719,1994-03-15,m,76000.0
14070,1996-03-11,f,77000.0
44751,1977-04-28,m,66000.0
222714,1982-12-27,m,64000.0
219136,2002-01-06,f,65000.0
47164,1955-03-28,m,85000.0
181904,2001-07-08,m,91000.0
18829,1987-12-22,m,64000.0
220518,2003-01-06,f,84000.0
159327,1995-06-14,m,53000.0
222763,2002-10-02,f,96000.0
184796,2000-07-30,f,78000.0
213584,1996-09-19,f,50000.0
83759,1990-08-16,f,91000.0
220780,2002-03-29,m,86000.0
212123,1998-01-31,m,55000.0
214056,1999-04-16,m,52000.0
222772,1994-10-14,m,100000.0
222778,1982-03-07,f,60000.0
183370,1960-02-23,f,88000.0
169952,1966-04-15,m,53000.0
33445,1994-03-26,m,95000.0
206454,1970-05-23,m,55000.0
148990,1992-09-28,m,92000.0
123394,1962-02-12,m,75000.0
222803,1997-11-06,m,88000.0
189217,2001-04-14,m,93000.0
193471,1989-10-14,m,56000.0
114530,2000-06-28,m,83000.0
200407,2001-08-25,f,69000.0
207052,1997-10-08,m,90000.0
99782,1957-07-28,m,97000.0
163290,1987-08-16,f,97000.0
6556,1988-01-30,f,82000.0
162363,1968-02-11,m,89000.0
164328,2000-12-08,f,53000.0
114750,1998-06-07,f,88000.0
159418,1993-10-14,m,95000.0
78234,1953-04-20,m,56000.0
143412,1999-06-21,m,65000.0
16704,1997-01-03,m,71000.0
222867,1987-09-05,m,58000.0
103987,1968-12-15,f,90000.0
187832,1984-11-17,m,83000.0
8826,1964-02-13,m,58000.0
184003,2000-09-05,f,72000.0
192937,1980-10-15,f,99000.0
189438,1996-03-30,m,63000.0
197170,1972-03-08,f,72000.0
222860,2001-07-29,m,58000.0
222858,1991-08-26,f,94000.0
121657,1997-04-14,f,52000.0
150341,1984-04-03,f,65000.0
208499,2002-08-13,f,56000.0
220151,2000-08-06,m,56000.0
91049,1953-02-16,f,90000.0
153658,1972-03-28,f,88000.0
147699,1990-03-01,f,58000.0
203289,1963-01-20,m,67000.0
33399,1988-05-26,m,72000.0
221859,2002-11-21,f,83000.0
48605,1994-06-27,m,87000.0
222967,1991-01-01,m,98000.0
186605,2001-02-09,m,62000.0
189270,1971-02-27,f,72000.0
179288,2000-08-11,m,82000.0
215490,1974-03-24,f,65000.0
218316,2002-10-29,f,98000.0
114161,1978-07-07,m,70000.0
106441,1959-07-04,f,52000.0
222898,2001-05-18,m,84000.0
216551,2001-12-16,f,55000.0
222911,1968-01-15,f,77000.0
219150,1992-12-21,m,90000.0
189063,1973-01-04,f,62000.0
175516,1991-05-25,m,77000.0
96941,1979-07-26,m,61000.0
168187,1993-06-14,f,98000.0
203363,1978-09-24,m,61000.0
203361,1985-04-01,f,55000.0
45241,1997-12-31,m,68000.0
108003,2001-04-20,m,88000.0
185511,1974-05-20,m,87000.0
219893,1999-12-03,m,88000.0
49829,2001-06-28,m,69000.0
72920,1972-09-23,f,74000.0
219335,2001-08-29,m,55000.0
140651,2000-06-15,m,61000.0
133728,1977-02-20,f,83000.0
170981,1996-02-24,m,61000.0
139768,1999-03-21,m,67000.0
203367,1994-06-10,f,60000.0
177238,2002-01-22,m,81000.0
94691,1994-07-01,f,90000.0
153986,2000-04-08,m,76000.0
217188,1969-06-05,m,89000.0
205624,2001-08-10,m,76000.0
221942,1992-02-23,m,85000.0
187062,1995-03-28,f,94000.0
100164,1973-10-01,m,67000.0
185955,1989-05-06,m,71000.0
162005,2001-02-09,m,68000.0
204604,2001-09-11,m,89000.0
204331,1998-06-02,m,83000.0
187106,2001-12-02,m,95000.0
22659,1973-02-27,m,82000.0
68593,1986-02-12,f,77000.0
60548,1989-03-07,f,65000.0
223039,2000-06-28,m,83000.0
222722,1994-10-02,f,72000.0
128620,2001-01-11,m,94000.0
72490,1972-02-14,m,100000.0
175985,1968-06-30,f,83000.0
138929,1999-06-05,m,91000.0
220460,2000-09-21,m,77000.0
203743,1997-07-25,f,93000.0
226661,1990-06-30,m,57000.0
193699,2003-03-02,f,74000.0
220757,1998-10-17,m,71000.0
223031,2001-11-05,f,75000.0
106897,1994-08-30,m,58000.0
224024,1968-04-18,f,67000.0
203541,1968-07-08,f,58000.0
156823,1994-08-07,m,76000.0
132553,1989-01-09,f,98000.0
43131,1968-05-02,f,59000.0
193781,1981-03-03,f,67000.0
170051,2002-04-02,m,78000.0
74980,1990-02-18,m,96000.0
213594,1973-09-25,m,98000.0
193557,1966-02-17,m,67000.0
174991,1986-10-05,f,91000.0
36420,1990-12-31,m,87000.0
182543,1999-11-23,m,82000.0
219012,2000-01-14,f,94000.0
119597,2001-01-18,f,61000.0
181795,2002-02-16,m,63000.0
222950,2002-01-08,f,69000.0
203938,2002-07-28,f,62000.0
220689,2001-06-12,m,100000.0
218865,2002-03-07,f,73000.0
192763,1978-10-11,f,79000.0
209494,1960-09-27,m,75000.0
182229,2002-07-28,f,90000.0
159918,1991-04-18,m,91000.0
151012,1992-09-15,m,58000.0
210597,2001-08-28,m,93000.0
223090,1985-07-14,m,80000.0
110342,1997-07-05,f,73000.0
209780,1982-02-22,f,65000.0
223036,2002-01-31,m,97000.0
68741,1998-04-06,m,60000.0
216003,1999-06-24,m,95000.0
223113,1995-05-16,m,57000.0
223069,1998-10-30,m,73000.0
203643,1954-01-16,f,84000.0
101269,1993-10-03,m,63000.0
146110,1967-04-07,f,93000.0
203653,1955-06-20,m,64000.0
219676,1993-01-20,f,87000.0
166232,1999-06-10,f,58000.0
223130,2002-11-18,f,80000.0
59510,1996-01-29,m,68000.0
223089,1989-08-26,m,94000.0
223156,1998-09-05,f,76000.0
218868,1958-05-03,f,84000.0
223141,1957-03-13,f,56000.0
223152,2002-03-05,m,93000.0
222638,1975-04-17,f,55000.0
222895,1977-08-22,m,63000.0
46199,1972-05-02,f,58000.0
223151,1957-05-03,m,99000.0
223162,1972-11-10,m,68000.0
221266,1992-07-20,f,71000.0
203684,1999-10-29,f,81000.0
207708,2002-10-12,m,68000.0
169186,1999-09-29,f,73000.0
87992,1977-04-27,m,55000.0
113329,1965-04-02,m,90000.0
223154,1999-05-24,m,62000.0
219127,2002-12-20,m,96000.0
198697,2000-02-22,m,68000.0
213858,1987-03-02,m,64000.0
203695,1984-06-07,m,62000.0
223189,1989-07-21,f,99000.0
198168,1991-04-29,m,89000.0
82952,1966-08-23,m,60000.0
148264,2000-05-16,m,75000.0
192264,2000-10-05,f,75000.0
223247,1990-03-12,m,82000.0
97329,1967-05-05,m,52000.0
208025,2001-08-27,m,65000.0
69333,1991-10-16,m,51000.0
220075,1968-09-27,m,97000.0
184082,1975-10-22,f,83000.0
203769,1984-10-29,f,58000.0
138970,1956-09-28,m,75000.0
217877,1999-07-26,m,55000.0
103846,1994-03-20,m,84000.0
223218,1995-09-27,m,82000.0
223254,2002-10-23,m,81000.0
192376,1980-05-07,f,96000.0
215999,2003-05-25,m,97000.0
223244,2003-06-09,m,91000.0
196028,2002-04-14,m,69000.0
203786,1994-02-24,f,59000.0
163471,1999-09-20,f,73000.0
203788,1984-11-08,m,79000.0
227100,1993-08-08,m,61000.0
177643,1999-04-08,f,98000.0
187347,1979-02-13,f,61000.0
223270,1987-07-04,f,63000.0
201217,2000-03-27,f,60000.0
183881,1999-09-15,m,77000.0
31092,1975-03-22,m,94000.0
185928,1952-10-17,m,88000.0
189829,2000-03-26,m,59000.0
205657,2001-12-19,f,62000.0
164430,1992-12-09,m,51000.0
187896,1999-10-04,f,100000.0
196197,1980-10-29,m,74000.0
209279,2001-08-26,m,52000.0
102954,1985-06-25,f,99000.0
221558,1992-01-25,m,55000.0
171539,1999-08-27,f,54000.0
218915,1998-08-03,f,71000.0
127736,1996-11-13,m,82000.0
207204,2002-03-25,m,56000.0
142279,1999-05-08,m,69000.0
170450,1993-07-29,f,77000.0
129257,1977-07-06,f,96000.0
51051,1992-03-20,m,68000.0
188906,2002-04-08,m,69000.0
217454,1979-11-03,f,61000.0
218472,1988-08-15,m,72000.0
184100,2000-05-15,m,100000.0
223328,1994-08-26,m,64000.0
223394,1973-06-04,m,97000.0
200682,2001-05-13,m,58000.0
212906,2002-08-22,m,81000.0
189123,1983-10-04,m,90000.0
199921,1998-07-20,f,82000.0
203787,1992-03-15,f,67000.0
64069,1995-11-06,m,66000.0
191719,1969-06-13,m,98000.0
86588,1991-10-05,f,76000.0
211833,2002-02-06,f,54000.0
200643,2002-07-23,f,85000.0
192031,1975-03-19,m,68000.0
219581,2003-07-15,m,93000.0
81897,2000-03-26,m,64000.0
223761,1962-08-28,f,92000.0
190991,2001-05-17,f,63000.0
207158,2002-10-29,m,73000.0
215706,2001-03-29,m,78000.0
218754,1985-02-25,m,91000.0
48663,2000-08-24,m,63000.0
223415,1998-05-13,m,97000.0
38297,1986-03-24,f,99000.0
92507,1955-05-25,m,82000.0
215652,1991-08-15,f,51000.0
215947,1998-01-16,m,96000.0
202037,1988-06-01,m,73000.0
138217,2002-01-16,f,86000.0
202631,1997-07-25,f,54000.0
130459,1990-03-18,m,62000.0
159662,1998-01-08,m,55000.0
223465,2003-07-14,f,66000.0
196397,1972-07-17,m,61000.0
70061,1968-08-05,m,69000.0
216673,1986-07-15,f,76000.0
223436,2001-01-20,m,86000.0
